Ticker,Company,Sector,Industry,Country
CUBA,The Herzfeld Caribbean Basin Fund Inc.,Financial,Closed-End Fund - Equity,USA
CUBE,CubeSmart,Real Estate,REIT - Industrial,USA
CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA
CUE,"Cue Biopharma, Inc.",Healthcare,Biotechnology,USA
CUEN,Cuentas Inc.,Technology,Software - Application,USA
CUK,Carnival Corporation & plc,Consumer Cyclical,Leisure,USA
CULP,"Culp, Inc.",Consumer Cyclical,Textile Manufacturing,USA
CURI,CuriosityStream Inc.,Communication Services,Entertainment,USA
CURO,CURO Group Holdings Corp.,Financial,Credit Services,USA
CUTR,"Cutera, Inc.",Healthcare,Medical Devices,USA
CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office,USA
CVA,Covanta Holding Corporation,Industrials,Waste Management,USA
CVAC,CureVac N.V.,Healthcare,Biotechnology,Germany
CVBF,CVB Financial Corp.,Financial,Banks - Regional,USA
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,USA
CVCY,Central Valley Community Bancorp,Financial,Banks - Regional,USA
CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,Canada
CVEO,Civeo Corporation,Industrials,Specialty Business Services,USA
CVET,"Covetrus, Inc.",Healthcare,Health Information Services,USA
CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Auto Parts,USA
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Packaged Foods,USA
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,USA
CVII,Churchill Capital Corp VII,Financial,Shell Companies,USA
CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking,USA
CVLT,"Commvault Systems, Inc.",Technology,Software - Application,USA
CVLY,"Codorus Valley Bancorp, Inc.",Financial,Banks - Regional,USA
CVM,CEL-SCI Corporation,Healthcare,Biotechnology,USA
CVNA,Carvana Co.,Consumer Cyclical,Internet Retail,USA
CVR,Chicago Rivet & Machine Co.,Industrials,Tools & Accessories,USA
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA
CVU,"CPI Aerostructures, Inc.",Industrials,Aerospace & Defense,USA
CVV,CVD Equipment Corporation,Industrials,Specialty Industrial Machinery,USA
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA
CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USA
CWBC,Community West Bancshares,Financial,Banks - Regional,USA
CWBR,"CohBar, Inc.",Healthcare,Biotechnology,USA
CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities - Regulated Water,Cayman Islands
CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA
CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USA
CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,USA
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,USA
CWT,California Water Service Group,Utilities,Utilities - Regulated Water,USA
CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials,Mexico
CXDC,China XD Plastics Company Limited,Consumer Cyclical,Auto Parts,China
CXDO,"Crexendo, Inc.",Communication Services,Telecom Services,USA
CXE,MFS High Income Municipal Trust,Financial,Closed-End Fund - Debt,USA
CXH,MFS Investment Grade Municipal Trust,Financial,Closed-End Fund - Debt,USA
CXP,"Columbia Property Trust, Inc.",Real Estate,REIT - Office,USA
CXW,"CoreCivic, Inc.",Real Estate,REIT - Specialty,USA
CYAD,Celyad Oncology SA,Healthcare,Biotechnology,Belgium
CYAN,Cyanotech Corporation,Consumer Defensive,Packaged Foods,USA
CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA
CYBR,CyberArk Software Ltd.,Technology,Software - Infrastructure,Israel
CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,Biotechnology,USA
CYD,China Yuchai International Limited,Industrials,Specialty Industrial Machinery,Singapore
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,USA
CYRN,Cyren Ltd.,Technology,Software - Infrastructure,Israel
CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics,USA
CYTH,"Cyclo Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,USA
CZNC,Citizens & Northern Corporation,Financial,Banks - Regional,USA
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA
CZWI,"Citizens Community Bancorp, Inc.",Financial,Banks - Regional,USA
D,"Dominion Energy, Inc.",Utilities,Utilities - Diversified,USA
DAC,Danaos Corporation,Industrials,Marine Shipping,Greece
DADA,Dada Nexus Limited,Consumer Cyclical,Internet Retail,China
DAIO,Data I/O Corporation,Technology,Electronic Components,USA
DAKT,"Daktronics, Inc.",Technology,Computer Hardware,USA
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,USA
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,USA
DAO,"Youdao, Inc.",Communication Services,Internet Content & Information,China
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,USA
DARE,"Dare Bioscience, Inc.",Healthcare,Biotechnology,USA
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,USA
DAVA,Endava plc,Technology,Software - Infrastructure,United Kingdom
DB,Deutsche Bank Aktiengesellschaft,Financial,Banks - Regional,Germany
DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,USA
DBDR,Roman DBDR Tech Acquisition Corp.,Financial,Shell Companies,USA
DBI,Designer Brands Inc.,Consumer Cyclical,Apparel Retail,USA
DBL,DoubleLine Opportunistic Credit Fund,Financial,Closed-End Fund - Debt,USA
DBTX,"Decibel Therapeutics, Inc.",Healthcare,Biotechnology,USA
DBVT,DBV Technologies S.A.,Healthcare,Biotechnology,France
DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,USA
DCBO,Docebo Inc.,Technology,Software - Application,Canada
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,USA
DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,USA
DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,USA
DCP,"DCP Midstream, LP",Energy,Oil & Gas Midstream,USA
DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
DCRB,Decarbonization Plus Acquisition Corporation,Financial,Shell Companies,USA
DCRBU,Decarbonization Plus Acquisition Corporation,Financial,Shell Companies,USA
DCRCU,Decarbonization Plus Acquisition Corp III,Financial,Shell Companies,USA
DCRNU,Decarbonization Plus Acquisition Corporation II,Financial,Shell Companies,USA
DCT,"Duck Creek Technologies, Inc.",Technology,Software - Application,USA
DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,USA
DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals,USA
DDD,3D Systems Corporation,Technology,Computer Hardware,USA
DDF,"Delaware Investments Dividend and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA
DDMX,DD3 Acquisition Corp. II,Financial,Shell Companies,Mexico
DDMXU,DD3 Acquisition Corp. II,Financial,Shell Companies,Mexico
DDOG,"Datadog, Inc.",Technology,Software - Application,USA
DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,USA
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,USA
DEA,"Easterly Government Properties, Inc.",Real Estate,REIT - Office,USA
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,USA
DEH,D8 Holdings Corp.,Financial,Shell Companies,Hong Kong
DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,USA
DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA
DEN,Denbury Inc.,Energy,Oil & Gas E&P,USA
DENN,Denny's Corporation,Consumer Cyclical,Restaurants,USA
DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom
DESP,"Despegar.com, Corp.",Consumer Cyclical,Travel Services,Argentina
DEX,Delaware Enhanced Global Dividend and Income Fund,Financial,Closed-End Fund - Debt,USA
DFFN,Diffusion Pharmaceuticals Inc.,Healthcare,Biotechnology,USA
DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction,USA
DFIN,"Donnelley Financial Solutions, Inc.",Financial,Capital Markets,USA
DFNS,LGL Systems Acquisition Corp.,Financial,Shell Companies,USA
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Financial,Closed-End Fund - Debt,USA
DFS,Discover Financial Services,Financial,Credit Services,USA
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,USA
DGICA,Donegal Group Inc.,Financial,Insurance - Property & Casualty,USA
DGII,Digi International Inc.,Technology,Communication Equipment,USA
DGLY,"Digital Ally, Inc.",Industrials,Security & Protection Services,USA
DGNR,Dragoneer Growth Opportunities Corp.,Financial,Shell Companies,USA
DGNS,Dragoneer Growth Opportunities Corp. II,Financial,Shell Companies,USA
DGNU,Dragoneer Growth Opportunities Corp. III,Financial,Shell Companies,USA
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,USA
DHBCU,DHB Capital Corp.,Financial,Shell Companies,USA
DHC,Diversified Healthcare Trust,Real Estate,REIT - Healthcare Facilities,USA
DHCAU,DHC Acquisition Corp.,Financial,Shell Companies,USA
DHF,BNY Mellon High Yield Strategies Fund,Financial,Closed-End Fund - Debt,USA
DHHC,DiamondHead Holdings Corp.,Financial,Shell Companies,USA
DHHCU,DiamondHead Holdings Corp.,Financial,Shell Companies,USA
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,USA
DHIL,"Diamond Hill Investment Group, Inc.",Financial,Asset Management,USA
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,USA
DHT,"DHT Holdings, Inc.",Energy,Oil & Gas Midstream,Bermuda
DHX,"DHI Group, Inc.",Industrials,Staffing & Employment Services,USA
DHY,"Credit Suisse High Yield Bond Fund, Inc.",Financial,Asset Management,USA
DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA
DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants,USA
DIOD,Diodes Incorporated,Technology,Semiconductors,USA
DIS,The Walt Disney Company,Communication Services,Entertainment,USA
DISAU,Disruptive Acquisition Corporation I,Financial,Shell Companies,USA
DISCA,"Discovery, Inc.",Communication Services,Entertainment,USA
DISCK,"Discovery, Inc.",Communication Services,Entertainment,USA
DISH,DISH Network Corporation,Communication Services,Entertainment,USA
DIT,AMCON Distributing Company,Consumer Defensive,Food Distribution,USA
DJCO,Daily Journal Corporation,Communication Services,Publishing,USA
DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,USA
DKL,"Delek Logistics Partners, LP",Energy,Oil & Gas Midstream,USA
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,USA
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,USA
DLA,"Delta Apparel, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
DLB,"Dolby Laboratories, Inc.",Communication Services,Entertainment,USA
DLCA,Deep Lake Capital Acquisition Corp.,Financial,Shell Companies,USA
DLCAU,Deep Lake Capital Acquisition Corp.,Financial,Shell Companies,USA
DLHC,DLH Holdings Corp.,Industrials,Specialty Business Services,USA
DLNG,Dynagas LNG Partners LP,Energy,Oil & Gas Midstream,Greece
DLPN,"Dolphin Entertainment, Inc.",Communication Services,Entertainment,USA
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Office,USA
DLTH,Duluth Holdings Inc.,Consumer Cyclical,Apparel Retail,USA
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA
DLX,Deluxe Corporation,Communication Services,Advertising Agencies,USA
DM,"Desktop Metal, Inc.",Technology,Computer Hardware,USA
DMAC,DiaMedica Therapeutics Inc.,Healthcare,Biotechnology,USA
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",Financial,Asset Management,USA
DMF,"BNY Mellon Municipal Income, Inc.",Financial,Asset Management,USA
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas E&P,USA
DMO,Western Asset Mortgage Opportunity Fund Inc.,Financial,Asset Management,USA
DMRC,Digimarc Corporation,Technology,Information Technology Services,USA
DMS,"Digital Media Solutions, Inc.",Communication Services,Advertising Agencies,USA
DMTK,"DermTech, Inc.",Healthcare,Diagnostics & Research,USA
DMYI,"dMY Technology Group, Inc. III",Financial,Shell Companies,USA
DMYQ,"dMY Technology Group, Inc. IV",Financial,Shell Companies,USA
DNB,"Dun & Bradstreet Holdings, Inc.",Technology,Information Technology Services,USA
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,USA
DNMR,"Danimer Scientific, Inc.",Basic Materials,Specialty Chemicals,USA
DNN,Denison Mines Corp.,Energy,Uranium,Canada
DNOW,NOW Inc.,Energy,Oil & Gas Equipment & Services,USA
DNP,DNP Select Income Fund Inc.,Financial,Closed-End Fund - Equity,USA
DOC,Physicians Realty Trust,Real Estate,REIT - Healthcare Facilities,USA
DOCN,"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure,USA
DOCU,"DocuSign, Inc.",Technology,Software - Application,USA
DOGZ,Dogness (International) Corporation,Consumer Defensive,Household & Personal Products,China
DOMO,"Domo, Inc.",Technology,Software - Application,USA
DOOO,BRP Inc.,Consumer Cyclical,Recreational Vehicles,Canada
DOOR,Masonite International Corporation,Industrials,Building Products & Equipment,USA
DORM,"Dorman Products, Inc.",Consumer Cyclical,Auto Parts,USA
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,USA
DOW,Dow Inc.,Basic Materials,Chemicals,USA
DOX,Amdocs Limited,Technology,Software - Infrastructure,USA
DOYU,DouYu International Holdings Limited,Communication Services,Internet Content & Information,China
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,Financial,Closed-End Fund - Equity,USA
DPW,"Ault Global Holdings, Inc.",Industrials,Electrical Equipment & Parts,USA
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,USA
DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China
DRD,DRDGOLD Limited,Basic Materials,Gold,South Africa
DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,USA
DRH,DiamondRock Hospitality Company,Real Estate,REIT - Hotel & Motel,USA
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,USA
DRIO,DarioHealth Corp.,Healthcare,Diagnostics & Research,USA
DRNA,"Dicerna Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
DRQ,"Dril-Quip, Inc.",Energy,Oil & Gas Equipment & Services,USA
DRRX,DURECT Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA
DRTT,DIRTT Environmental Solutions Ltd.,Industrials,Engineering & Construction,Canada
DRVN,Driven Brands Holdings Inc.,Consumer Cyclical,Auto & Truck Dealerships,USA
DS,Drive Shack Inc.,Consumer Cyclical,Leisure,USA
DSAC,Duddell Street Acquisition Corp.,Financial,Shell Companies,Hong Kong
DSACU,Duddell Street Acquisition Corp.,Financial,Shell Companies,Hong Kong
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,Financial,Asset Management,USA
DSEY,"Diversey Holdings, Ltd.",Consumer Cyclical,Personal Services,United Kingdom
DSGN,"Design Therapeutics, Inc.",Healthcare,Biotechnology,USA
DSGX,The Descartes Systems Group Inc,Technology,Software - Application,Canada
DSKE,"Daseke, Inc.",Industrials,Trucking,USA
DSL,DoubleLine Income Solutions Fund,Financial,Closed-End Fund - Debt,USA
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",Financial,Closed-End Fund - Debt,USA
DSP,Viant Technology Inc.,Technology,Software - Application,USA
DSPG,"DSP Group, Inc.",Technology,Semiconductors,USA
DSS,"Document Security Systems, Inc.",Industrials,Specialty Business Services,USA
DSSI,Diamond S Shipping Inc.,Energy,Oil & Gas Midstream,USA
DSU,"BlackRock Debt Strategies Fund, Inc.",Financial,Closed-End Fund - Debt,USA
DSWL,"Deswell Industries, Inc.",Technology,Electronic Components,China
DSX,Diana Shipping Inc.,Industrials,Marine Shipping,Greece
DT,"Dynatrace, Inc.",Technology,Software - Application,USA
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,USA
DTEA,DAVIDsTEA Inc.,Consumer Defensive,Packaged Foods,Canada
DTF,DTF Tax-Free Income Inc.,Financial,Closed-End Fund - Debt,USA
DTIL,"Precision BioSciences, Inc.",Healthcare,Biotechnology,USA
DTOCU,Digital Transformation Opportunities Corp.,Financial,Shell Companies,USA
DTSS,Datasea Inc.,Technology,Software - Infrastructure,China
DTST,Data Storage Corporation,Technology,Information Technology Services,USA
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,USA
DUNE,Dune Acquisition Corporation,Financial,Shell Companies,USA
DUNEU,Dune Acquisition Corporation,Financial,Shell Companies,USA
DUO,Fangdd Network Group Ltd.,Real Estate,Real Estate Services,China
DUOT,"Duos Technologies Group, Inc.",Technology,Software - Application,USA
DV,"DoubleVerify Holdings, Inc.",Technology,Software - Application,USA
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,USA
DVAX,Dynavax Technologies Corporation,Healthcare,Biotechnology,USA
DVD,"Dover Motorsports, Inc.",Consumer Cyclical,Leisure,USA
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,Financial,Shell Companies,USA
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Equipment & Services,USA
DX,"Dynex Capital, Inc.",Real Estate,REIT - Mortgage,USA
DXC,DXC Technology Company,Technology,Information Technology Services,USA
DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,USA
DXF,Dunxin Financial Holdings Limited,Financial,Credit Services,China
DXPE,"DXP Enterprises, Inc.",Industrials,Industrial Distribution,USA
DXR,Daxor Corporation,Financial,Asset Management,USA
DXYN,"The Dixie Group, Inc.",Consumer Cyclical,Textile Manufacturing,USA
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,USA
DYAI,"Dyadic International, Inc.",Healthcare,Biotechnology,USA
DYN,"Dyne Therapeutics, Inc.",Healthcare,Biotechnology,USA
DYNT,Dynatronics Corporation,Healthcare,Medical Devices,USA
DZSI,DZS Inc.,Technology,Communication Equipment,USA
E,Eni S.p.A.,Energy,Oil & Gas Integrated,Italy
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,USA
EAC,Edify Acquisition Corp.,Financial,Shell Companies,USA
EACPU,Edify Acquisition Corp.,Financial,Shell Companies,USA
EAD,Wells Fargo Income Opportunities Fund,Financial,Asset Management,USA
EAF,GrafTech International Ltd.,Industrials,Electrical Equipment & Parts,USA
EAR,"Eargo, Inc.",Healthcare,Medical Devices,USA
EARN,Ellington Residential Mortgage REIT,Real Estate,REIT - Mortgage,USA
EARS,Auris Medical Holding Ltd.,Healthcare,Biotechnology,Bermuda
